CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
14.9816047538945,91.09271844938425,28.321780190598396,0,0.7710099263022342,6.037596356971217,79.31428739967394,3.238200167473554,11,208.93389376519954,15.129195480288226,359.699567315681,13.68931768996064,42.62355053578764
38.02857225639664,82.2537242923169,1.182804341055177,1,0.8352508133641408,6.804624188257987,85.3784921704667,1.7367097322779868,12,600.8279299478561,20.585064545515543,249.40212449893488,5.5399651004305,11.965371568075039
29.279757672456203,94.9799913291924,21.167255175470654,0,0.8732008119023571,3.4255932968026404,24.197713031704538,10.650854984461226,12,377.94172686702035,13.316869034362071,52.51518880192969,5.674852483043717,18.55290141488115
23.946339367881464,72.571950838836,27.757449522469976,0,0.7721420317531771,4.526349485051082,96.06269755131997,5.283454328767628,7,565.7807939536472,19.050409063535927,123.87668444207564,25.343046868835412,16.203960462261428
6.240745617697461,61.34151959357899,5.417260353820006,0,0.4892441374488077,5.171118559230832,19.692570445342838,6.959370606943196,13,506.11813567618435,19.41977729513986,80.71797930098276,31.909603851369937,21.75381943578715
6.239780813448106,41.82430362906189,17.038356916578884,1,0.7128808236519253,5.834960130039081,95.14298103618323,11.648723932558347,8,388.50200898534894,18.777232412013205,363.5305990867449,35.658373019001004,16.459869465048286
2.3233444867279784,93.27284833540132,27.464648927641257,0,0.5625618744332352,3.2738924730143024,99.4819293965951,1.7322120070564515,22,274.01694690725924,14.52314736135153,304.16002691499307,23.62049623178,27.002791689730344
34.647045830997406,86.60638895004084,1.0183793575739652,0,0.45280237322763073,3.840144585319906,71.17228057460487,8.131498081973051,9,251.93039371326452,20.730431470152034,270.5593475640024,7.627647640994451,23.333354660960843
24.04460046972835,4.521867010618941,20.922608017405196,1,0.8045229476555535,4.660885846747835,98.1143731791822,1.815159648323538,7,657.335083211723,13.68858463370395,120.38652785264867,4.803412436161505,49.39562708506969
28.322903111841818,2.6366974497252005,8.920470221176522,0,0.323055809377395,8.829196145406303,56.95397795671037,5.130158213131504,21,705.1186481448569,12.536347915208308,73.6179088200854,30.26263497532328,7.516685755770155
0.8233797718320979,37.64633668780496,27.73188586129591,1,0.8410571952812542,4.988082042618305,25.954178317609035,9.841959997127914,24,557.3834257203648,19.17464990611912,302.58043519556475,21.835233148959972,11.398161937430823
38.79639408647977,81.0553330781833,29.131747354961032,1,0.5768864787748404,5.892246348672495,43.699588566562085,5.768194560311978,15,256.88876317326583,16.754757152327336,189.66317835163187,23.258260756493915,7.377165225887111
33.29770563201687,98.72761293149445,28.32799467340302,0,0.6823208860849683,4.176586276430358,59.35609353787859,11.969005892932454,2,421.1149692885324,20.490980199586758,90.31582086025165,29.132635195169534,33.16285377420691
8.493564427131046,15.041689110352818,14.226426499723914,1,0.6956123533234697,6.664680426454609,7.308156202701499,7.149652134412624,23,600.9165600578365,15.833971410582588,246.64879126611004,26.317980198368257,7.452917483617381
7.272998688284025,59.41307153521351,25.861279529679404,1,0.837070644423922,4.684099293095846,62.234326461724606,4.5327836789954885,20,628.9014862055375,13.682785885077129,16.13354085538079,31.04049710281948,42.639788181925546
7.336180394137353,38.08908566310215,25.33648195605211,0,0.6820018093003244,4.241955470630561,98.11778367622945,3.4212245849522844,12,265.0202422600987,20.364421924698696,130.4681016513014,3.023700596555625,28.037238380686752
12.169689718381509,96.99143978146031,9.573014197297669,1,0.6683601508560371,6.099435770675875,19.010764978372762,4.85572587714778,1,200.01689536496033,17.48909631640072,187.42279783645387,27.910742922874174,28.715343106169016
20.990257265289515,84.21189231357087,24.86746422452032,1,0.339991224336414,3.033034794962525,79.25951162883833,5.097866011355059,23,591.6753752343327,13.891957923903549,59.18333364376234,31.630699263595435,30.271752847048738
